Hotel_Name,Hotel_Address,text,lat,lng,emotion,cluster
Hotel Principe Di Savoia,Piazza Della Repubblica 17 Central Station 20124 Milan Italy, The staff The pasta No Negative,45.479888,9.1962982,anger,0
Millennium Gloucester Hotel London,4 18 Harrington Gardens Kensington and Chelsea London SW7 4LH United Kingdom, Location  Internet connection Food,51.4935083,-0.1834346,neutral,-1
The Harmonie Vienna,Harmoniegasse 5 7 09 Alsergrund 1090 Vienna Austria, Comfortable hotel with very friendly staff They explained in details everything I asked and proposed futher help in case of need A variety of dishes for the breakfast including local dairy products The room was very quiet though not so spacious but ok for a single person For a couple staying long it can be bit small but may be other rooms are bigger The hotel location is 25 30 minutes by foot from St Stephane and the tram D is only 3 minutes away  No Negative,48.2199427,16.3598984,neutral,0
The Savoy,Strand Westminster Borough London WC2R 0EU United Kingdom, Attention to detail Bathroom Chandelier in bedroom Pianist in the bar   My bad back found the bed a bit uncomfortable Cocktails expensive,51.5111922,-0.1194006,neutral,0
art otel Amsterdam,Prins Hendrikkade 33 Amsterdam City Center 1012 TM Amsterdam Netherlands, Beautiful hotel with very friendly attentive staff at great location  Nothings,52.377743,4.897057,joy,0
The Student Hotel Amsterdam City,Wibautstraat 129 Oost 1091 GL Amsterdam Netherlands, Staff were really friendly and helpful helping to provide information when I asked about nearby xmas markets Staff was also really efficient when I went down to get a refill for my shower gel and tissue even willing to bring it up to me Location was 2 3mins walk away from metro convenient to move around   Shower could have been a little more powerful shower gel was not refilled and when I went down to inform the staff in the morning prior to going out he said that house keeping would check on that daily So I guess they missed that it out that day ,52.3546649,4.9131641,neutral,0
Strand Palace Hotel,372 Strand Westminster Borough London WC2R 0JJ United Kingdom, Locatie top  Executive kamer very outdated High prices for old and small room,51.5110993,-0.1208673,neutral,-1
Park Plaza London Riverbank,18 Albert Embankment Lambeth London SE1 7TJ United Kingdom, The little things such as having chocolates delivered to your room each night and concierges were extremely helpful and knowledgeable From check in to check out the service was second to none  No Negative,51.4913737,-0.1214194,neutral,0
Hotel Berna,Via Napo Torriani 18 Central Station 20124 Milan Italy, Location excellent service could not be faulted good room size  All good,45.4826692,9.2034371,neutral,0
H tel Moli re,21 rue Moli re 1st arr 75001 Paris France, Central location Great bed Fresh air Good breakfast Friendly helpful staff No Negative,48.8655293,2.3360102,joy,0
Best Western Premier Kaiserhof Wien,Frankenberggasse 10 04 Wieden 1040 Vienna Austria, Felt very luxurious and staff excellent  No Negative,48.1975497,16.3686397,anger,0
Hotel Berna,Via Napo Torriani 18 Central Station 20124 Milan Italy, location Friendliness staff  Noisy water running sounds most of the night,45.4826692,9.2034371,neutral,0
Henry VIII,23 Leinster Gardens Westminster Borough London W2 3AN United Kingdom, receptionists were kind the hotel has a nice old fashioned feeling  a bit dilapidated,51.5124655,-0.182274,neutral,0
Bianca Maria Palace Hotel,Viale Bianca Maria 4 Milan City Center 20129 Milan Italy,No Positive  while booking we asked for a quiet room but unfortunately we got one from the street side it was a bit noisy especially during the night,45.4635445,9.2068649,neutral,0
Four Seasons Hotel Milano,Via Ges 6 8 Milan City Center 20121 Milan Italy, Location No Negative,45.469339,9.195108,anger,0
Hotel Kaiserin Elisabeth,Weihburggasse 3 01 Innere Stadt 1010 Vienna Austria, Very clean excelent location No Negative,48.2072348,16.372238,anger,0
Park Plaza County Hall London,1 Addington Street Lambeth London SE1 7RY United Kingdom, Good location and valet parking  No kettle in the room even though there were tea making facilities I borrowed one from my daughter in the room next door ,51.5014001,-0.1160092,neutral,0
H tel Regina,2 place des Pyramides 1st arr 75001 Paris France, Luxurious hotel Quiet clean spacious room Prime location Excellent breakfast first rate lounge What really makes the hotel is its superior staff who are gracious accommodating thoughtful and attentive to detail  No Negative,48.8637503,2.3320406,neutral,0
My Chelsea,35 Ixworth Place Kensington and Chelsea London SW3 3QX United Kingdom, Great location The staff are particularly friendly and helpful Easy to get everywhere and a short walk from Kings Road Loved that it was quiet even with a room on the ground floor The room was clean and the staff friendly and helpful The vegan restaurant is wonderful even for people who aren t vegan like us I would recommend this hotel to others   The bathrooms need exhaust fans The thermostat for the heating air conditioning wasn t working but they said they wouldn t do anything about it because it was part of the central system Fortunately the weather was mild so it didn t bother us too much but it will be an issue when the weather gets colder The breakfast was very disappointing They told us they had no bread because they couldn t be bothered getting it from another part of the hotel Eventually they got some but they also said the toaster wasn t working The hotel manager did cancel the charge which was appreciated ,51.4919083,-0.1684398,neutral,0
Crowne Plaza Paris R publique,10 Place De La R publique 11th arr 75011 Paris France, Good Breakfast Reception staff member helpful on directions   Asked for back area room as front area noisy when demos on most of the time but got front room Locked out of our room last day even though we had confirmed and prepaid for extra day ,48.8673199,2.3656296,neutral,0
Melia Barcelona Sky 4 Sup,Diagonal Pere IV 272 Sant Mart 08005 Barcelona Spain, all and they made us extra upgrading cuz of our honeymoon that was so kind the staff really friendly and always asking if you need something  the air in the rooms was not fresh because of the not opened windows its dry ,41.4061636,2.2008956,neutral,1
The Langham London,Portland Place Westminster Borough London W1B 1JA United Kingdom, Lovely staff luxurious hotel in excellent location   Due to refurbishment being undertaken a number of areas were not accessible e g bar and Michel Roux restaurant ,51.517876,-0.1440647,neutral,0
Atahotel Contessa Jolanda,Via Murat 21 Niguarda 20159 Milan Italy, Really comfortable bed Spacious room Good enough breakfast   6 euro for 1 day for Wi Fi Are we living in 2015 The quality of a 6 euro Wi Fi is awful couldn t check my email for 15 minutes When after a day long walk we came to the hotel and asked for a cup of tea we were sent to the vending machine Was it really difficult to organize this kind of service Air conditioning system system stopped working at 1 A M It was truly disappointing that it happened the night before our check out and flight home we really wanted to relax and wake up rested ,45.4984161,9.1904375,neutral,0
Copthorne Tara Hotel London Kensington,Scarsdale Place Kensington Kensington and Chelsea London W8 5SY United Kingdom, General appearance of hotel Helpfulness of staff   Breakfast was expensive so we went without Only discovered as we were leaving that we could have had coffee a croissant quite cheaply It would have been helpful if somebody had pointed that out initially One more gripe I left a T shirt behind in the room but when I rang to ask about it they seemed to know nothing about it The receptionist promised to ring me back about it but never did ,51.499046,-0.1917073,neutral,0
K K Hotel Maria Theresia,Kirchberggasse 6 07 Neubau 1070 Vienna Austria, The breakfast was very good the staff was friendly  No Negative,48.2031622,16.3561999,neutral,0
The Principal London,1 8 Russell Square Camden London WC1B 5BE United Kingdom, Very nice old hotel with a great climate   Noise generated by air conditioners ,51.5226217,-0.1251602,neutral,0
IntercityHotel Wien,Mariahilfer Stra e 122 Ecke Kaiserstra e 1 3 07 Neubau 1070 Vienna Austria, Courteous staff always looking to help   Lacked atmosphere No real bar or restaurant which would draw you to participate ,48.1965878,16.3413729,neutral,0
Grand Visconti Palace,Viale Isonzo 14 Porta Romana 20135 Milan Italy, Good Breakfast Nice Staff  Not very close to city center Duomo 30m walk,45.4471408,9.2070051,neutral,0
Holiday Inn Paris Gare de l Est,5 rue du 8 Mai 1945 10th arr 75010 Paris France, Close to metro and eateries Modern newly refurbished rooms   Heating too hot and unable to adjust temperature No tourist info desk limited information ,48.8758981,2.3590504,neutral,0
H tel Th r se,5 7 Rue Th r se 1st arr 75001 Paris France, Very friendly staff attractive communal areas Very good value for money considering Paris prices Great location in the centre of Paris but located on a quiet road with little street noise at night  No Negative,48.8816306,2.2992146,neutral,0
Palazzo Segreti,Via San Tomaso 8 b Milan City Center 20121 Milan Italy, Everything else  Too noisy because of the reconstruction works just across the street ,45.4672309,9.184154,neutral,-1
Strand Palace Hotel,372 Strand Westminster Borough London WC2R 0JJ United Kingdom, The staff were very helpful great location   Nothing on the whole ,51.5110993,-0.1208673,neutral,0
Leonardo Hotel Vienna,Matrosengasse 6 8 06 Mariahilf 1060 Vienna Austria, Hotel room was clean and location good It s located close to Westbahnhof station and Mariahilferstrasse   Door of bath toilete couldn t be closed well The reason was not that it was broken but it was fixed so that there was a left empty place between door and wall There was no free WiFi in the hotel not just in the rooms but also even in lobby There were 3 computers for guests with internet but it was functioning slow You could pay EUR5 for 24 hours free wifi ,48.1945297,16.340327,neutral,0
Millennium Hotel London Mayfair,44 Grosvenor Square Westminster Borough London W1K 2HP United Kingdom, Staff were really friendly and helpful  Breakfast put you up bed tired bath lack of tea coffee loose power socket next to bathroom door heat temperature,51.510574,-0.1509951,neutral,0
Ohla Barcelona,Via Laietana 49 Ciutat Vella 08003 Barcelona Spain, breakfast No Negative,41.3870479,2.174336,anger,1
Expo Hotel Barcelona,Mallorca 1 23 Sants Montju c 08014 Barcelona Spain, The room was lovely had lots of great facilities free toiletries open air pool and a bar open really late 1am and lovely staff   Only thing I would say is the breakfast was really not nice I won t judge the whole experience on the breakfast however because everything else was brilliant but if you don t want your tastebuds to die a little then don t get the breakfast ,41.3792053,2.1427989,neutral,1
InterContinental Paris Le Grand,2 Rue Scribe 9th arr 75009 Paris France, Nothing  Very small room Bad attitude from reception staff ,48.8708391,2.3303651,neutral,0
TownHouse Galleria,Via Silvio Pellico 8 Milan City Center 20121 Milan Italy,No Positive  The bed is the worst thing in the hotel,45.4657842,9.1895321,neutral,0
Holiday Inn London Kensington Forum,97 Cromwell Road Kensington and Chelsea London SW7 4DN United Kingdom, No frills but a clean comfortable and for London spacious room Good views Friendly and helpful staff  No Negative,51.4942305,-0.1851141,joy,0
WestCord Fashion Hotel Amsterdam,Hendrikje Stoffelstraat 1 Slotervaart 1058 GC Amsterdam Netherlands, locaton was pretty close to city centre  DISTANCE FROM PUBLIC TRANSPORTATION,52.357655,4.844576,neutral,-1
Fletcher Hotel Amsterdam,Schepenbergweg 50 Zuidoost 1105 AT Amsterdam Netherlands,No Positive  I was checking out at 6 45 and breakfast wasn t available until 7 00 so I asked for a takeaway breakfast But when i checked out I wasn t given anything ,52.2924567,4.9444338,neutral,0
citizenM Tower of London,40 trinity square City of London London EC3N 4DJ United Kingdom, The location of the hotel was great the staff was very friendly the concept of the hotel was great for my opinion The bed was super comfortable and it was long which was excellent because my husband is very tall Also they provide bottles of water everyday which was very appreciated by us   The rooms are in my opinion quite small the bed is big and the bathroom is very big but it does not leave a lot of free space to leave your luggage even though I ll give them credit for placing a drawer beneath the bed for storage The cleaning it felt lik the cleaning crew had very specific orders what to do and that is all they done few exampls they put new water in the fridge but didn t take the empty bottles we ate pizza one night and the pizza box wasn t taken out of the room one night I left my towel hanging on a hanger and it was left there even though they put a new one in the bathroom ,51.510237,-0.0764428,neutral,0
DoubleTree By Hilton London Excel,Excel 2 Festoon Way Royal Victoria Dock Newham London E16 1RH United Kingdom, The bed was very comfortable  Very basic facilities and a little too far away from London then I wanted to be,51.507377,0.038657,neutral,0
every hotel Piccadilly,39 Coventry Street Westminster Borough London W1D 6BZ United Kingdom, Nicely presented and modern hotel in a great location   Nothing to moan about,51.5101462,-0.1315061,neutral,0
Holiday Inn London Bloomsbury,Coram Street Camden London WC1N 1HT United Kingdom, The location is excellent since it s near the underground and bus stations   Breakfast food is very satisfactory but the hotel should add some variation say special dish of the day You get tired if you eat the same breakfast in a one week stay Add excitement in the menu There should be a refrigerator ,51.5241248,-0.1258066,neutral,0
Barcelona Princess,Avenida Diagonal 1 Sant Mart 08019 Barcelona Spain, Very quiet part of town 15 minute taxi ride to Las Ramblas Breakfast quality overall good more choice on some days than others Handy for large modern shopping mall next door food court rather variable Swimming pool nice and warm and adequate gym   No evening restaurant Member of staff entered our room at 3am very odd Room cleaning timing very variable anytime from 8am to 4pm Elderly parents not keen on the open plan bathroom arrangement But overall good quality rooms and clean ,41.4109715,2.2186535,neutral,1
Waldorf Madeleine,12 boulevard Malesherbes 8th arr 75008 Paris France, Location was perfect just 5mins from metro Staff were really pleasant and were more than happy to allow a later checkout as we had a late flight   Very little whilst breakfast was good the breakfast room could get a little tight at busy times ,48.8715828,2.3224853,neutral,0
BEST WESTERN Maitrise Hotel Maida Vale,53 59 Kilburn High Road Maida Vale London Camden London NW6 5SB United Kingdom, Proximity to bus stops and supermarkets Free wifi Breakfast  No light over mirror in bathroom for shaving ,51.5366053,-0.1919832,neutral,-1
BEST WESTERN Maitrise Hotel Maida Vale,53 59 Kilburn High Road Maida Vale London Camden London NW6 5SB United Kingdom, The bed was clean and comfortable The wifi was very good   The dinner was a let down The water tank in the room made very loud noises The tv didnt work correctly the signal was very bad ,51.5366053,-0.1919832,neutral,0
Holiday Inn London West,4 Portal Way Gypsy Corner A40 London W3 6RT United Kingdom, The food The staff The room   The room phone didn t work to call room service The kettle switch was faulty,51.5210117,-0.2628618,neutral,0
Park Grand London Hyde Park,78 82 Westbourne Terrace Westminster Borough London W2 6QA United Kingdom, It was clean and the location was nice  My way to room it was like a maze a lots of doors and narrow aisles My room view was awful ,51.5157316,-0.1802179,neutral,0
Holiday Inn London Kensington,Wrights Lane Kensington and Chelsea London W8 5SP United Kingdom, Convenient for transport into central London Staff were all very friendly and helpful   Rooms are very small An executive double room was little more than a cupboard at 16 sq ft We had to pay an extra 120 to have an acceptable standard of room ,51.499981,-0.1928791,neutral,0
Mercure London Kensington Hotel,1a Lexham Gardens Kensington and Chelsea London W8 5JJ United Kingdom, Friendly staff good breakfast  Although the room was a standard double it was smaller than I expected We were on the second floor and the windows could not be opened There was air conditioning but this really dried the air ,51.4950098,-0.1906195,neutral,0
Park Grand Paddington Court,27 Devonshire Terrace Westminster Borough London W2 3DP United Kingdom, design of the room location comfortable No Negative,51.5135555,-0.180002,anger,0
H10 Cubik 4 Sup,V a Laietana 69 Ciutat Vella 08003 Barcelona Spain, Hotel with excellent location great amenities and perhaps the best breakfast we ve had in Barcelona The roof top terrace is cozy with nice view and great drinks  The housekeeping was very sloppy and even rude at one point Screaming and noisy children ruined a couple of calm days on the terrace sunbeds Fantastic bar but noe hang out spot Few people ,41.388024,2.1731556,neutral,1
Park Plaza County Hall London,1 Addington Street Lambeth London SE1 7RY United Kingdom, If you are looking for sightseeing this is the place to stay as everything is close to this hotel The couch became a double bed while we had a king size double bed as well When we walked in everyone was open and started complimenting me and my friends  No Negative,51.5014001,-0.1160092,neutral,0
Hotel Mailberger Hof,Annagasse 7 01 Innere Stadt 1010 Vienna Austria, Great location and helpful staff   Hotel is old and the rooms are a bit dated Needs upgrades,48.204183,16.3726664,neutral,0
The Park Grand London Paddington,1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom, Staff very very helpful  Very small bathroom,51.5142184,-0.1809032,neutral,0
Pertschy Palais Hotel,Habsburgergasse 5 01 Innere Stadt 1010 Vienna Austria,No Positive  Hotel does not have a parking as stated on Booking com We had to park our car by ourself at the city garage which is 15min walk from Hotel Hotel does not have butler who would drive your car to the garage Hotel Explanation was that they don t know what is written on booking com Room are in poor condition Overall this hotel is not 4 star hotel not even close ,48.2082256,16.3684123,neutral,0
Hotel Monge,55 rue Monge 5th arr 75005 Paris France, Beautify decorated hotel new and well equipped Excellent bathroom facilities Very nice overall  No Negative,48.8447938,2.3524462,joy,0
Hotel K nig von Ungarn,Schulerstra e 10 01 Innere Stadt 1010 Vienna Austria, Nice friendly comfortable central hotel One part old style but with all mod cons where we stayed One part newer didn t look at this half   Only down point is work going on across the narrow road at the back Work wasn t too noisy when we were there but it does start quite early The front has a road into the main square so not too busy as mostly pedestrianized ,48.2082215,16.3751842,neutral,0
88 Studios,88 Holland Road Kensington and Chelsea London W14 8BN United Kingdom, Great location Clean and modern room   Somewhat cramped for 3 people ,51.4992789,-0.2090733,neutral,0
Expo Hotel Barcelona,Mallorca 1 23 Sants Montju c 08014 Barcelona Spain, Handy location for the airport as near to the station   Avoid a room on the 9th floor The noise from the floor above which is where there s a bar is awful Lots of noise from furniture scraping on the floor until well into the early hours not great when you re trying to get children to sleep ,41.3792053,2.1427989,neutral,1
Hilton London Metropole,225 Edgware Road Westminster Borough London W2 1JU United Kingdom, We stayed in an executive king room which was extremely spacious The bed was very comfortable and the room was completed to a high standard Continental breakfast in the executive lounge was delicious too  No Negative,51.5195688,-0.170521,neutral,0
Radisson Blu Edwardian Grafton,130 Tottenham Court Road Camden London W1T 5AY United Kingdom, Beautiful hotel Lovely room  No Negative,51.5241386,-0.1380807,joy,0
Montcalm Royal London House City of London,22 25 Finsbury Square City Islington London EC2A 1DX United Kingdom,No Positive  Would have preferred a bath with shower over rather than the disabled bathroom,51.5218066,-0.0856081,neutral,0
Hotel Da Vinci,Via Senigallia 6 20161 Milan Italy, The location was not as bad as I thought There s a station just at the back of the hotel  The two old buildings next to the hotel made it abit scary ,45.5331372,9.1711019,neutral,0
Park Plaza Vondelpark Amsterdam,Koninginneweg 34 36 Oud Zuid 1075 CZ Amsterdam Netherlands, The peace and quite and being left to our Owen devices but when u needed anything it was done instantly  The jet was broken on the bath and the window had to be jammed open as there was no other way of opening it,52.3542655,4.8664365,neutral,-1
The Tower A Guoman Hotel,St Katherines Way Tower Hamlets London E1W 1LD United Kingdom, The location is fabulous for the price you pay The staff are warm and welcoming and that s why we book here time and time again  No Negative,51.5064721,-0.0716893,neutral,0
Shangri La Hotel at The Shard London,31 St Thomas Street Southwark London SE1 9QU United Kingdom, The bed was amazing the views of the city were excellent really enjoyed my stay No Negative,51.5044972,-0.0855562,neutral,0
NH Carlton Amsterdam,Vijzelstraat 4 Amsterdam City Center 1017 HK Amsterdam Netherlands, Location is good very central  Hotel quite old,52.3663727,4.8930505,neutral,0
The Park Grand London Paddington,1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom, The breakfast  Too old building The steps of the upper level sound too much because of the floor material wood I stay at Room 017,51.5142184,-0.1809032,neutral,0
H tel D Aubusson,33 Rue Dauphine 6th arr 75006 Paris France, Wonderful place we loved it  Nothing,48.8547329,2.3395277,joy,0
Mercure Secession Wien,Getreidemarkt 5 06 Mariahilf 1060 Vienna Austria, Location great Few minutes to Opera Adjacent to Naschmarkt   Kitchen facilities for apartment were more partial kitchen few accessories ,48.200561,16.3647063,neutral,0
Park Plaza Victoria Amsterdam,Damrak 1 5 Amsterdam City Center 1012 LG Amsterdam Netherlands, Very friendly staff excellent concierges Excellent location   Bar staff were hopeless orders taken but drinks never came long waits and not attentive enough The rooms were dated and a little tired ,52.377278,4.897818,neutral,0
Radisson Blu Edwardian New Providence Wharf,5 Fairmont Avenue Canary Wharf Tower Hamlets London E14 9JB United Kingdom, Staff very pleasant rooms comfy and clean  Lobby toilets very dirty created a wrong first impression,51.5065578,-0.004514,joy,0
DoubleTree by Hilton London Docklands Riverside,265 Rotherhithe Street Southwark London SE16 5HW United Kingdom, Staff  Dirty sheets when arriving,51.5043483,-0.0334436,neutral,0
Palais Hansen Kempinski Vienna,Schottenring 24 01 Innere Stadt 1010 Vienna Austria, Kempinski in perfect shape   I had to leave,48.2163149,16.3685103,neutral,-1
Hampshire Hotel Amsterdam American,Leidsekade 97 Amsterdam City Center 1017 PN Amsterdam Netherlands, The hotel is ideal for daily trips to the different cultural museums etc as its at a square where a lot of trams converge making it very easy to tram hop The hotel rooms are very comfortable   Breakfast could have more variety ,52.363889,4.881302,neutral,0
Senator Barcelona Spa Hotel,Cardenal Reig 11 Les Corts 08028 Barcelona Spain, Staffs at the reception are not very welcoming Staff at the reception are very rude except for Juana very nice guy and manager was really nice too she was very calm and willing to help during our stay in the hotel I will never stay there again or recommend anyone there   Staffs at the reception are not very welcoming Staff at the reception are very rude except for Juana very nice guy and manager was really nice too she was very calm and willing to help during our stay in the hotel I will never stay there again or recommend anyone there ,41.3777977,2.1135971,neutral,1
Saint Georges Hotel,14 15 Langham Place Westminster Borough London W1B 2QS United Kingdom, Convenient comfortable  Price,51.517839,-0.1424476,joy,-1
Gran Hotel Torre Catalunya,Avenida Roma 2 4 Sants Montju c 08014 Barcelona Spain, The crew were really nice and helpful   parking spa need to be extra paid and it s not included and got really expensive ,41.3795572,2.1425457,neutral,-1
Hilton London Olympia,380 Kensington High Street Kensington and Chelsea London W14 8NL United Kingdom, The location near to Olympia   The property is very tired needs updating and very expensive for what you get ,51.4967399,-0.2064723,neutral,-1
Hotel Berna,Via Napo Torriani 18 Central Station 20124 Milan Italy, Room was small but very clean and comfortable Staff was extremely friendly and helpful Breakfast buffet has a wide variety of food all fresh and tasty  No Negative,45.4826692,9.2034371,joy,0
Mercure London Bloomsbury Hotel,130 134 Southampton Row Camden London WC1B 5AF United Kingdom, Excellent breakfast buffet with plenty of choice Self service coffee a nice touch Waiting staff attentive without being intrusive  I had difficulty working the shower but this was quickly dealt with,51.5210085,-0.1230966,neutral,0
Hotel Erzherzog Rainer,Wiedner Hauptstr 27 29 04 Wieden 1040 Vienna Austria, Staffs smiles  many bugs on bed because of the opened window,48.1953229,16.3672882,neutral,-1
Hotel Vienna,Gro e Stadtgutgasse 31 02 Leopoldstadt 1020 Vienna Austria, Everything was awesome It was quite comfortable you feel like you are at home Another great thing is that you can watch several channels in different languages and also can follow the recent news I can stay here next time again Definitely recommended  No Negative,48.2196722,16.3863588,neutral,-1
The Tower A Guoman Hotel,St Katherines Way Tower Hamlets London E1W 1LD United Kingdom, location  Queues for breakfast that snaked from one side of the landing to the opposite side and down the stairs Unacceptable when got to end had to eat breakfast in lounge ,51.5064721,-0.0716893,neutral,0
Hotel Indigo London Tower Hill,142 Minories City of London London EC3N 1LS United Kingdom, Staff is very attentive friendly and service oriented There were some complimentary treats in the minibar soft drinks chocolade Very modern and clean Not far away from a underground station but the station on lines that need change to more central lines  No Negative,51.5128032,-0.07586,neutral,0
Hotel Sans Souci Wien,Burggasse 2 07 Neubau 1070 Vienna Austria, Everything Most of all it was super friendly  Can t complain about anything,48.204576,16.3563661,neutral,0
Pestana Arena Barcelona,Consell de Cent 51 53 Sants Montju c 08014 Barcelona Spain, Location is convenient to the metro   Cost of breakfast decided to eat elsewhere ,41.376801,2.1460443,neutral,1
Holiday Inn London Wembley,Empire Way Wembley Brent London HA9 8DS United Kingdom, Reception staff were absolutely fantastic polite helpful and were very able to sort out an issue with my booking without any trouble whatsoever Bed was very comfy with a range of pillows available which was appreciated as someone who s quite picky with their sleeping arrangements Complimentary water and biscuits were also provided which was a nice touch   Nothing Absolutely perfect ,51.5590955,-0.284704,neutral,0
My Bloomsbury,11 13 Bayley Street Bedford Square Camden London WC1B 3HD United Kingdom, Great location  Small double felt quite enclosed Room on second floor to front noisy,51.5188555,-0.1319172,neutral,0
Hotel Schani Wien,Karl Popper Stra e 22 10 Favoriten 1100 Vienna Austria, Cool hotel lobby and room intelligently decorated and organised Reasonably priced and great location near to train station   AC was a problem on the warm nights we had it didn t work properly and you have no control over it in the room Breakfast ok plenty of choice of items but the quality wasn t what you d expect ,48.1824271,16.3808291,neutral,0
St James Court A Taj Hotel London,41 54 Buckingham Gate Westminster Borough London SW1E 6AF United Kingdom, All Staff pleasant and helpful  Old building room a smaller than some all amenities otherwise provided Difficulty with heating got response in very short time Our fault ,51.4986732,-0.1376867,neutral,0
Bloomsbury Palace Hotel,29 31 Gower Street Camden London WC1E 6HG United Kingdom, Stuff were helpful When there was a problem they have acted immediately Clean  Wifi was slow Room is small but was good for me as a single Noisy insulation is not that good,51.5207945,-0.1310845,neutral,0
Best Western Palm Hotel,64 76 Hendon Way London NW2 2NL United Kingdom, The bathroom was lovely brilliant shower Lovely breakfast Very polite and helpful staff Really comfy bed   The parking could be a little better ,51.5634756,-0.2042758,joy,0
citizenM Tower of London,40 trinity square City of London London EC3N 4DJ United Kingdom, Excellent location funky decor extremely pleasant and helpful staff  We like our cup of tea in bed in the morning but can understand why there were no tea coffee making facilities available in the room It would have made our visit beyond perfect rather than just perfect ,51.510237,-0.0764428,neutral,0
DoubleTree by Hilton London Chelsea,Imperial Road Hammersmith and Fulham London SW6 2GA United Kingdom, For 2 friends staying together it was great cos it had 2 very comfy double beds  No Negative,51.475172,-0.1870629,neutral,0
Best Western Premier Hotel Couture,Delflandlaan 15 Slotervaart 1062 EA Amsterdam Netherlands, we got a very good deal for our money the hotel is new and is decorated nicely it feels high quality   the windows were directed over a main motorway even though they are isolated the car noise was audible all night ,52.3511137,4.8411629,neutral,-1
Catalonia Rigoletto,Sabino de Arana 22 24 Les Corts 08028 Barcelona Spain,No Positive  The air conditioner was so bad room service was closed by 10 ,41.385817,2.1256789,neutral,1
Great Northern Hotel A Tribute Portfolio Hotel London,King s Cross St Pancras International Station Pancras Road Camden London N1C 4TB United Kingdom, Breakfast was lovely and pantry was an amazing bonus   We were given a disabled room and were not informed before of this before we were shown to our room The bed was advertised to us as a large double bed but was a queen bed and felt that the website was misleading ,51.531427,-0.126133,neutral,0
Novotel London Greenwich,173 185 Greenwich High Rd Greenwich London SE10 8JA United Kingdom, All systems goes  N A,51.4778583,-0.0137463,neutral,-1
DoubleTree by Hilton Hotel London Tower of London,7 Pepys Street City of London London EC3N 4AF United Kingdom, The warm cookies at check in   No early check in option without booking room for extra night,51.5108412,-0.0780581,neutral,0
The Cumberland A Guoman Hotel,Great Cumberland Place Westminster Borough London W1H 7DL United Kingdom, Location Location Location  It s not suitable for a family as the place lacks service staff and the elevator wasn t working Climbing three flights is rough for children and older folk It s perfect for an athletic person or a couple looking to thoroughly enjoy training in and around the hydpark yet have the conveniences of all the shopping and the reasonable price ,51.514879,-0.1606501,neutral,-1
Grange Fitzrovia Hotel,20 28 Bolsover Street Westminster Borough London W1W 5NB United Kingdom, Staff were excelkent No Negative,51.521759,-0.1425381,anger,0
Inntel Hotels Amsterdam Centre,Nieuwezijdskolk 19 Amsterdam City Center 1012 PV Amsterdam Netherlands, The location was good Cleanliness was very good i got a backache and as soon as I requested some painkillers and Cane they brought me many shops near the hotel were good   The last September I went to 4star hotel in the Hauge and the hotel s breakfast had Salmon and nuts and but this hotel had not But the quality of the breakfast in this hotel was good and serving it in my room was good ,52.3760456,4.8943917,neutral,0
Hotel Domizil,Schulerstra e 14 01 Innere Stadt 1010 Vienna Austria, The location was perfect and the staff was friendly and helpful They also provided a terrific breakfast It was an exceptional value  No Negative,48.2080479,16.375612,neutral,0
My Home In Paris,5 Rue De Malte 11th arr 75011 Paris France, Stylish interiors super bed very quiet Great shower Nice lobby and breakfast area All very new and well designed Good location close to metro Breakfast looked great although we did not book with breakfast   No tea and coffee maker tea or coffee from the machine in the lobby was charged full restaurant price ,48.8636049,2.3688352,neutral,0
Hotel Arts Barcelona,Marina 19 21 08005 Barcelona Spain, Over all stay and location   house keeping was not up to my expectation ,41.3865424,2.1969665,neutral,-1
The Chamberlain,130 135 Minories City of London London EC3N 1NU United Kingdom, Professional and friendly staff comfortable bed and modern bathroom and shower   There s nothing about my experience at The Chamberlain that I did not like ,51.5122457,-0.0757326,neutral,0
The Montcalm Marble Arch,2 Wallenberg Place Westminster Borough London W1H 7TN United Kingdom, The true meaning of luxury Best hotel we stayed at  Nothing,51.5150522,-0.159239,neutral,0
Ayre Hotel Rosell n,Rossell 390 Eixample 08025 Barcelona Spain, The location was great We admired the Sagrada Familia view every morning The breakfast was good with a various choice of dishes Also the staff were very kindly Thank you for a good staying   Wi fi was very weak in the room The bed pillows were uncomfortable ,41.4047382,2.1727127,neutral,1
The Waldorf Hilton,Aldwych Westminster Borough London WC2B 4DD United Kingdom, Excellent location at Aldwych   Pricy We reserved a room with a sofa bet for us three adults They could not make one available because the air conditioner broke down The worst is that the receptionist tried to sell me a larger suite room by offering a discount without saying the originally reserved room was not available Just be honest Don t play a game ,51.5131979,-0.1174504,neutral,0
Hilton Vienna Danube Waterfront,Handelskai 269 02 Leopoldstadt 1020 Vienna Austria, The view was amazing No Negative,48.2140659,16.4217627,anger,0
Henry VIII,23 Leinster Gardens Westminster Borough London W2 3AN United Kingdom, Swimming pool was lovely room was clean beds comfy breakfast good variety powerful shower   Wifi didn t work most of the time or was very slow Our bathroom door was broken where clearly had been a leak and they fixed themselves The spa was nice but when we checked in no information was given if you just went there or needed towels etc ,51.5124655,-0.182274,neutral,0
